Morgan,AL,1.128e+05
Morgan,GA,2.139e+05
Morgan,IL,86800
Morgan,IN,1.364e+05
Richardson,NE,67800
Utah,UT,2.523e+05
San Jacinto,TX,1.245e+05
Clarke,GA,1.404e+05
Clarke,MS,80400
Tillamook,OR,2.907e+05
Hillsborough,FL,1.914e+05
Hillsborough,NH,2.489e+05
Fredericksburg City,VA,3.099e+05
Passaic,NJ,3.006e+05
Huntingdon,PA,1.195e+05
Juneau,AK,3.193e+05
Kankakee,IL,1.225e+05
Ramsey,MN,2.234e+05
Ramsey,ND,83800
Smith,MS,98200
Smith,TN,1.186e+05
Charlotte,FL,2.042e+05
Stark,ND,1.996e+05
Stark,OH,1.184e+05
Cheshire,NH,1.775e+05
Bienville,LA,93100
Laurens,GA,92300
Laurens,SC,1.163e+05
Harnett,NC,1.579e+05
Carson City,NV,2.58e+05
Grant,IN,67200
Grant,MN,1.091e+05
Grant,NM,1.314e+05
Grant,WA,1.34e+05
Grant,WI,1.258e+05
Arlington,VA,6.487e+05
Litchfield,CT,2.26e+05
Dona Ana,NM,1.369e+05
Calvert,MD,3.011e+05
Will,IL,2.012e+05
Sumner,TN,1.963e+05
Washoe,NV,3.05e+05
Meade,KY,1.178e+05
Sarpy,NE,1.844e+05
Montrose,CO,2.056e+05
Onondaga,NY,1.321e+05
Strafford,NH,2.178e+05
Walworth,WI,1.843e+05
McDonough,IL,76200
Wells,IN,1.14e+05
Bennington,VT,1.828e+05
Posey,IN,1.185e+05
Pierce,WA,2.877e+05
Sabine,TX,2.713e+05
Shawnee,KS,1.044e+05
Spartanburg,SC,1.242e+05
Robertson,TN,1.685e+05
Robertson,TX,73200
Colusa,CA,2.057e+05
Wake,NC,2.441e+05
Martin,FL,2.482e+05
Martin,IN,72700
Chesapeake City,VA,2.506e+05
Tift,GA,1.275e+05
Douglas,CO,4.407e+05
Douglas,GA,1.347e+05
Douglas,KS,1.705e+05
Douglas,NE,1.495e+05
Douglas,NV,3.623e+05
Douglas,OR,1.633e+05
Harrison,IN,1.251e+05
Harrison,MS,1.038e+05
Lorain,OH,1.293e+05
Clackamas,OR,3.802e+05
Hillsdale,MI,1.199e+05
Natrona,WY,1.847e+05
Albany,NY,2.126e+05
Knox,IL,71900
Knox,IN,73400
Knox,TN,1.58e+05
Denton,TX,2.586e+05
Comanche,TX,73400
Eagle,CO,6.434e+05
Walton,FL,3.168e+05
Walton,GA,1.572e+05
Hocking,OH,1.241e+05
Grenada,MS,99500
Mobile,AL,1.099e+05
Hancock,IN,1.481e+05
Hancock,MS,1.266e+05
Hancock,OH,1.323e+05
Richmond City,VA,1.687e+05
New Hanover,NC,2.038e+05
Waukesha,WI,2.622e+05
Yamhill,OR,2.648e+05
Yazoo,MS,84600
Freestone,TX,94500
Denver,CO,3.698e+05
San Francisco,CA,1.1489e+06
Cherokee,GA,2.141e+05
Cherokee,NC,1.405e+05
Cherokee,OK,1.051e+05
Lycoming,PA,1.467e+05
Bernalillo,NM,1.861e+05
Cabarrus,NC,1.678e+05
Finney,KS,1.369e+05
Kaufman,TX,1.774e+05
Tensas,LA,1.352e+05
Alameda,CA,7.559e+05
Venango,PA,77300
Henry,GA,1.535e+05
Henry,IL,1.075e+05
Henry,IN,72800
Henry,KY,1.473e+05
Henry,TN,98500
Henry,VA,80200
Fremont,WY,1.752e+05
Okaloosa,FL,2.015e+05
Yolo,CA,3.991e+05
Rockland,NY,4.089e+05
Lucas,OH,88200
Barnstable,MA,3.77e+05
Montgomery,IN,1.055e+05
Montgomery,MD,4.319e+05
Montgomery,NY,96100
Montgomery,PA,2.824e+05
Montgomery,TN,1.433e+05
Tom Green,TX,1.288e+05
Chittenden,VT,2.788e+05
New Haven,CT,2.168e+05
District of Columbia,DC,5.404e+05
Owen,IN,92300
Somerset,NJ,3.918e+05
Etowah,AL,1.002e+05
Wabash,IN,85500
Barry,MI,1.48e+05
Suffolk,MA,4.935e+05
Suffolk,NY,3.733e+05
Caldwell,LA,80100
Armstrong,PA,1.009e+05
Aransas,TX,1.955e+05
Pickens,AL,1.084e+05
Pickens,GA,1.581e+05
McKinley,NM,1.254e+05
Bradley,TN,1.278e+05
Red River,LA,91900
Red River,TX,1.33e+05
Hill,TX,81600
Roanoke,VA,1.697e+05
McLean,ND,1.212e+05
Sangamon,IL,1.234e+05
Dutchess,NY,2.502e+05
Sumter,FL,2.361e+05
Sumter,SC,89400
Cheatham,TN,1.622e+05
Vilas,WI,1.927e+05
Eaton,MI,1.375e+05
Escambia,FL,1.355e+05
Lee,FL,2.244e+05
Lee,GA,1.406e+05
Lee,MS,1.202e+05
Lee,NC,1.221e+05
Vernon,LA,1.427e+05
Vernon,WI,1.409e+05
Forsyth,GA,2.898e+05
Forsyth,NC,1.334e+05
Austin,TX,1.708e+05
Portage,OH,1.491e+05
Lafayette,MS,1.756e+05
Sonoma,CA,5.756e+05
Buncombe,NC,2.44e+05
Teller,CO,2.456e+05
Broomfield,CO,3.878e+05
James City,VA,3.077e+05
Howell,MO,1.162e+05
San Joaquin,CA,3.01e+05
Shenandoah,VA,1.842e+05
Caledonia,VT,1.556e+05
New London,CT,2.184e+05
Benton,IN,73400
Benton,MS,76500
Benton,OR,3.136e+05
Benton,TN,68800
Benton,WA,2.593e+05
Outagamie,WI,1.581e+05
El Dorado,CA,4.122e+05
Calumet,WI,1.448e+05
Yuma,AZ,1.354e+05
Rutland,VT,1.537e+05
Plymouth,MA,3.486e+05
Jim Wells,TX,86700
McNairy,TN,73300
Stanislaus,CA,2.63e+05
Morton,ND,2.036e+05
Butte,CA,2.601e+05
Winona,MN,1.404e+05
Columbia,FL,1.202e+05
Columbia,GA,1.705e+05
Columbia,OR,2.427e+05
Columbia,WI,1.734e+05
Duval,FL,1.515e+05
Hamilton,IN,2.252e+05
Hamilton,OH,1.314e+05
Hamilton,TN,1.535e+05
Hamilton,TX,91700
Augusta,VA,2.05e+05
Saint Charles,LA,1.924e+05
Saint Charles,MO,2.099e+05
Faulkner,AR,1.364e+05
Hudson,NJ,3.679e+05
Upson,GA,67500
Warrick,IN,1.478e+05
Putnam,FL,1.122e+05
Putnam,IN,1.171e+05
Putnam,NY,3.143e+05
Putnam,OH,1.353e+05
Putnam,TN,1.388e+05
Dekalb,GA,1.625e+05
Gibson,IN,1.01e+05
Gibson,TN,65000
Addison,VT,2.413e+05
Stanly,NC,1.276e+05
Bryan,OK,1.099e+05
Ventura,CA,5.5e+05
Culpeper,VA,2.731e+05
Burnet,TX,2.018e+05
Craig,VA,94700
Kandiyohi,MN,1.582e+05
Coahoma,MS,71200
Hartford,CT,2.136e+05
Macon,GA,66700
Macon,TN,1.009e+05
Blair,PA,1.117e+05
LeFlore,OK,81700
Lafourche,LA,1.356e+05
Dickey,ND,79800
